DistCode,District,College Code,College Name,Branch,OC,BCM,BC,MBC,SCA,SC,ST
27,TIRUPPUR,2656,ERODE BUILDER EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,MECHANICAL ENGINEERING,167.0,153.5,152.0,131.25,0.0,0.0,0.0
27,TIRUPPUR,2656,ERODE BUILDER EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,ELECTRONICS AND COMMUNICATION ENGG.,169.5,155.0,118.75,121.0,0.0,0.0,0.0
27,TIRUPPUR,2656,ERODE BUILDER EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,ELECTRICAL AND ELECTRONICS ENGG.,162.25,0.0,136.75,137.25,0.0,0.0,0.0
27,TIRUPPUR,2656,ERODE BUILDER EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,CIVIL ENGINEERING,183.5,160.0,176.75,156.25,172.25,77.75,0.0
27,TIRUPPUR,2350,JAIRUPAA COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,132.25,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2350,JAIRUPAA COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,114.75,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2350,JAIRUPAA COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,115.75,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2350,JAIRUPAA COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,132.75,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2350,JAIRUPAA COLLEGE OF ENGINEERING,CIVIL ENGINEERING,107.75,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2651,JAY SHRIRAM GROUP OF INSTITUTIONS,COMPUTER SCIENCE AND ENGG.,150.25,140.75,117.0,84.5,132.25,131.75,0.0
27,TIRUPPUR,2651,JAY SHRIRAM GROUP OF INSTITUTIONS,MECHANICAL ENGINEERING,147.75,100.75,119.0,104.5,141.5,127.5,0.0
27,TIRUPPUR,2651,JAY SHRIRAM GROUP OF INSTITUTIONS,ELECTRONICS AND COMMUNICATION ENGG.,151.25,132.5,97.75,87.25,131.0,127.5,0.0
27,TIRUPPUR,2651,JAY SHRIRAM GROUP OF INSTITUTIONS,ELECTRICAL AND ELECTRONICS ENGG.,134.75,98.25,89.5,78.75,133.0,129.25,0.0
27,TIRUPPUR,2651,JAY SHRIRAM GROUP OF INSTITUTIONS,CIVIL ENGINEERING,156.5,0.0,95.25,94.0,129.0,132.25,0.0
27,TIRUPPUR,2682,PROFESSIONAL GROUP OF INSTITUTIONS,COMPUTER SCIENCE AND ENGG.,91.25,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2682,PROFESSIONAL GROUP OF INSTITUTIONS,MECHANICAL ENGINEERING,86.75,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2682,PROFESSIONAL GROUP OF INSTITUTIONS,ELECTRONICS AND COMMUNICATION ENGG.,91.25,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2682,PROFESSIONAL GROUP OF INSTITUTIONS,ELECTRICAL AND ELECTRONICS ENGG.,118.5,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2682,PROFESSIONAL GROUP OF INSTITUTIONS,CIVIL ENGINEERING,107.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2717,SASURIE COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,83.25,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2717,SASURIE COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,116.75,0.0,92.0,82.5,0.0,0.0,0.0
27,TIRUPPUR,2717,SASURIE COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,79.25,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2717,SASURIE COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,95.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2717,SASURIE COLLEGE OF ENGINEERING,CIVIL ENGINEERING,138.75,0.0,103.75,99.25,0.0,0.0,0.0
27,TIRUPPUR,2358,SCAD INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,121.75,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2358,SCAD INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,87.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2358,SCAD INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,89.25,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2358,SCAD INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,104.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2358,SCAD INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,121.5,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2754,SRI RAMANATHAN ENGINEERING COLLEGE,MECHANICAL ENGINEERING,184.25,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2754,SRI RAMANATHAN ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGG.,113.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2754,SRI RAMANATHAN ENGINEERING COLLEGE,PETRO CHEMICAL TECHNOLOGY,86.25,0.0,0.0,0.0,0.0,0.0,0.0
27,TIRUPPUR,2754,SRI RAMANATHAN ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGG.,154.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3841,C.A.R.E. GROUP OF INSTITUTIONS,COMPUTER SCIENCE AND ENGG.,103.0,0.0,85.0,100.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3841,C.A.R.E. GROUP OF INSTITUTIONS,MECHANICAL ENGINEERING,150.0,138.5,133.75,130.0,0.0,107.25,0.0
28,TRICHIRAPPALLI,3841,C.A.R.E. GROUP OF INSTITUTIONS,ELECTRONICS AND COMMUNICATION ENGG.,136.25,0.0,86.75,135.75,0.0,0.0,0.0
28,TRICHIRAPPALLI,3841,C.A.R.E. GROUP OF INSTITUTIONS,MATERIAL SCIENCE AND ENGINEERING,119.25,0.0,112.5,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3841,C.A.R.E. GROUP OF INSTITUTIONS,CIVIL ENGINEERING,152.0,146.0,132.5,115.0,0.0,79.75,0.0
28,TRICHIRAPPALLI,3828,CAUVERY COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,132.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3828,CAUVERY COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,87.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3828,CAUVERY COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,143.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3828,CAUVERY COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,82.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3459,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,88.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3459,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,102.25,98.5,89.25,96.5,0.0,98.25,0.0
28,TRICHIRAPPALLI,3459,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,131.5,0.0,97.75,113.5,0.0,93.25,0.0
28,TRICHIRAPPALLI,3459,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,BIO MEDICAL ENGINEERING,182.25,168.25,174.0,152.5,0.0,148.5,0.0
28,TRICHIRAPPALLI,3459,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,89.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3459,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,118.75,110.0,90.5,87.25,0.0,114.25,0.0
28,TRICHIRAPPALLI,3465,GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,COMPUTER SCIENCE AND ENGG.,187.25,177.0,184.5,181.75,171.75,170.25,0.0
28,TRICHIRAPPALLI,3465,GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,MECHANICAL ENGINEERING,191.5,186.75,190.0,189.75,183.5,182.25,178.25
28,TRICHIRAPPALLI,3465,GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,ELECTRONICS AND COMMUNICATION ENGG.,192.0,183.25,189.75,188.75,174.0,179.25,169.75
28,TRICHIRAPPALLI,3465,GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,ELECTRICAL AND ELECTRONICS ENGG.,189.75,183.5,188.5,187.75,183.5,178.75,0.0
28,TRICHIRAPPALLI,3465,GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,CIVIL ENGINEERING,189.75,184.25,187.75,188.5,176.0,181.5,176.75
28,TRICHIRAPPALLI,3845,IMAYAM COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,89.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3845,IMAYAM COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,85.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3845,IMAYAM COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,103.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3845,IMAYAM COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,112.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3845,IMAYAM COLLEGE OF ENGINEERING,CIVIL ENGINEERING,80.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3831,INDRA GANESAN COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,139.25,124.25,106.0,107.5,0.0,137.5,0.0
28,TRICHIRAPPALLI,3831,INDRA GANESAN COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,112.0,93.75,99.25,90.5,0.0,0.0,0.0
28,TRICHIRAPPALLI,3831,INDRA GANESAN COLLEGE OF ENGINEERING,INFORMATION TECHNOLOGY,108.0,97.5,100.25,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3831,INDRA GANESAN COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,113.75,106.75,99.75,112.5,0.0,107.75,0.0
28,TRICHIRAPPALLI,3831,INDRA GANESAN COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,151.5,103.75,110.75,120.25,0.0,0.0,0.0
28,TRICHIRAPPALLI,3831,INDRA GANESAN COLLEGE OF ENGINEERING,CIVIL ENGINEERING,109.5,0.0,94.25,102.5,0.0,0.0,0.0
28,TRICHIRAPPALLI,3807,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,132.5,107.75,125.75,123.75,0.0,119.75,0.0
28,TRICHIRAPPALLI,3807,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,157.5,139.75,143.75,129.0,102.5,80.0,127.75
28,TRICHIRAPPALLI,3807,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND INSTRU ENGG.,107.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3807,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,112.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3807,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,AERONAUTICAL ENGINEERING,146.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3807,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,121.0,0.0,102.75,0.0,0.0,119.25,0.0
28,TRICHIRAPPALLI,3807,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,119.0,87.25,117.5,0.0,0.0,91.25,0.0
28,TRICHIRAPPALLI,3807,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,151.5,108.75,132.25,113.75,129.75,89.75,0.0
28,TRICHIRAPPALLI,3808,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,90.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3808,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,135.75,113.25,103.0,103.5,0.0,100.0,0.0
28,TRICHIRAPPALLI,3808,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND INSTRU ENGG.,169.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3808,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,81.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3808,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,117.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3808,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,100.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3808,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,87.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3830,K. RAMAKRISHNAN COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,177.25,173.25,171.0,148.5,0.0,115.5,0.0
28,TRICHIRAPPALLI,3830,K. RAMAKRISHNAN COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,179.0,172.5,172.0,164.5,132.25,148.0,109.5
28,TRICHIRAPPALLI,3830,K. RAMAKRISHNAN COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,181.5,159.25,172.5,157.0,126.0,131.25,0.0
28,TRICHIRAPPALLI,3830,K. RAMAKRISHNAN COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,175.0,149.75,167.25,159.75,109.75,134.25,104.75
28,TRICHIRAPPALLI,3701,K.RAMAKRISHNAN COLLEGE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,162.5,129.0,152.0,129.25,0.0,78.75,0.0
28,TRICHIRAPPALLI,3701,K.RAMAKRISHNAN COLLEGE OF TECHNOLOGY,MECHANICAL ENGINEERING,171.0,166.5,167.25,160.0,0.0,140.5,0.0
28,TRICHIRAPPALLI,3701,K.RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,167.75,156.0,163.25,138.5,0.0,118.75,0.0
28,TRICHIRAPPALLI,3701,K.RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,157.0,118.0,146.75,81.25,84.25,115.75,114.0
28,TRICHIRAPPALLI,3701,K.RAMAKRISHNAN COLLEGE OF TECHNOLOGY,CIVIL ENGINEERING,173.5,143.0,162.25,159.0,138.0,145.5,0.0
28,TRICHIRAPPALLI,3826,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,177.5,167.75,160.0,134.5,0.0,170.25,0.0
28,TRICHIRAPPALLI,3826,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,164.25,139.5,151.5,141.0,0.0,81.0,0.0
28,TRICHIRAPPALLI,3826,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,146.0,0.0,110.5,124.25,0.0,0.0,0.0
28,TRICHIRAPPALLI,3826,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,181.0,130.5,156.75,105.25,0.0,141.0,0.0
28,TRICHIRAPPALLI,3826,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,160.75,123.25,139.5,121.75,0.0,0.0,0.0
28,TRICHIRAPPALLI,3826,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,169.5,145.5,153.0,143.5,154.75,88.5,0.0
28,TRICHIRAPPALLI,3809,KURINJI COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,85.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3809,KURINJI COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,110.75,0.0,87.0,80.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3809,KURINJI COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,103.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3809,KURINJI COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,101.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3810,M.A.M COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,91.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3810,M.A.M COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,146.75,135.75,122.0,105.0,100.0,117.25,0.0
28,TRICHIRAPPALLI,3810,M.A.M COLLEGE OF ENGINEERING,ELECTRONICS AND INSTRU ENGG.,131.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3810,M.A.M COLLEGE OF ENGINEERING,INFORMATION TECHNOLOGY,117.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3810,M.A.M COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,101.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3810,M.A.M COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,102.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3810,M.A.M COLLEGE OF ENGINEERING,CIVIL ENGINEERING,161.5,159.75,148.25,150.0,109.0,129.5,0.0
28,TRICHIRAPPALLI,3829,M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,119.0,0.0,115.75,79.5,0.0,97.25,0.0
28,TRICHIRAPPALLI,3829,M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,123.75,116.75,85.0,80.0,91.25,118.25,0.0
28,TRICHIRAPPALLI,3829,M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,85.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3829,M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,117.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3829,M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,123.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3829,M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,122.75,120.75,86.75,94.25,0.0,103.0,0.0
28,TRICHIRAPPALLI,3786,M.A.M. SCHOOL OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,85.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3786,M.A.M. SCHOOL OF ENGINEERING,MECHANICAL ENGINEERING,87.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3786,M.A.M. SCHOOL OF ENGINEERING,AERONAUTICAL ENGINEERING,92.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3786,M.A.M. SCHOOL OF ENGINEERING,MECHATRONICS,141.5,96.75,128.75,0.0,0.0,133.5,0.0
28,TRICHIRAPPALLI,3786,M.A.M. SCHOOL OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,105.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3786,M.A.M. SCHOOL OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,122.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3811,M.I.E.T ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGG.,144.5,116.75,103.5,81.5,0.0,89.5,0.0
28,TRICHIRAPPALLI,3811,M.I.E.T ENGINEERING COLLEGE,MECHANICAL ENGINEERING,149.0,147.25,119.0,85.5,121.5,83.5,132.25
28,TRICHIRAPPALLI,3811,M.I.E.T ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGG.,132.0,125.25,91.25,97.5,0.0,118.75,0.0
28,TRICHIRAPPALLI,3811,M.I.E.T ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGG.,118.75,104.5,104.0,0.0,0.0,103.0,0.0
28,TRICHIRAPPALLI,3811,M.I.E.T ENGINEERING COLLEGE,CIVIL ENGINEERING,148.75,147.25,112.5,85.75,0.0,89.0,0.0
28,TRICHIRAPPALLI,3403,MAHALAKSHMI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGG.,121.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3403,MAHALAKSHMI ENGINEERING COLLEGE,MECHANICAL ENGINEERING,109.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3403,MAHALAKSHMI ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGG.,135.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3403,MAHALAKSHMI ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGG.,174.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3403,MAHALAKSHMI ENGINEERING COLLEGE,CIVIL ENGINEERING,94.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3782,OAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT  GROUP OF INSTITUTIONS,COMPUTER SCIENCE AND ENGG.,181.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3782,OAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT  GROUP OF INSTITUTIONS,MECHANICAL ENGINEERING,90.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3782,OAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT  GROUP OF INSTITUTIONS,PRODUCTION ENGINEERING,134.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3782,OAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT  GROUP OF INSTITUTIONS,ELECTRONICS AND COMMUNICATION ENGG.,186.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3782,OAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT  GROUP OF INSTITUTIONS,ELECTRICAL AND ELECTRONICS ENGG.,83.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3813,OXFORD ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGG.,124.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3813,OXFORD ENGINEERING COLLEGE,MECHANICAL ENGINEERING,104.25,0.0,89.25,84.75,0.0,104.0,0.0
28,TRICHIRAPPALLI,3813,OXFORD ENGINEERING COLLEGE,INFORMATION TECHNOLOGY,141.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3813,OXFORD ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGG.,131.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3813,OXFORD ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGG.,107.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3813,OXFORD ENGINEERING COLLEGE,CIVIL ENGINEERING,109.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3815,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,BIO-TECHNOLOGY,180.25,164.75,171.25,170.5,0.0,165.5,0.0
28,TRICHIRAPPALLI,3815,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,78.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3815,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,148.0,145.75,116.25,114.0,0.0,79.75,0.0
28,TRICHIRAPPALLI,3815,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,TEXTILE TECHNOLOGY,137.0,0.0,112.75,133.75,0.0,116.25,0.0
28,TRICHIRAPPALLI,3815,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,136.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3815,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,131.5,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3815,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,97.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3815,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,121.75,105.5,91.25,117.0,0.0,87.0,0.0
28,TRICHIRAPPALLI,3856,PAVENDAR BHARATHIDASAN INSTITUTE OF INFORMATION TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,112.25,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3856,PAVENDAR BHARATHIDASAN INSTITUTE OF INFORMATION TECHNOLOGY,MECHANICAL ENGINEERING,83.75,0.0,0.0,0.0,0.0,0.0,0.0
28,TRICHIRAPPALLI,3856,PAVENDAR BHARATHIDASAN INSTITUTE OF INFORMATION TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,145.25,0.0,0.0,0.0,0.0,0.0,0.0
